"Year" "Pathway" "TradeAdjustment" "GDP" "Population" "kcal_hist" "kcal_targ" "kcal_feas" "fat_feas" "prot_feas" "kcal_mder" "LNPPMatureForest" "LNPPMatureOtherLand" "PATarget" "AgroecoSh" "ProtectedAreasForest" "ProtectedAreasOtherNat" "ProtectedAreasOther" "OECMAreas" "CalcBioScore" "HistCropland" "HistHarvArea" "HistPasture" "HistUrban" "HistForest" "HistOtherLand" "CalcCropland" "CalcPasture" "CalcForest" "CalcNewForest" "CalcOtherLand" "NewOtherLand" "CalcUrban" "TotalLand" "ForestChange" "NewForestChange" "NetForestChange" "HistCropAllCO2e" "HistCropCO2" "HistCropN2O" "HistCropCH4" "CalcCropAllCO2e" "CalcCropN2O" "CalcCropCH4_CH4" "CalcCropCH4" "CalcCropCO2" "HistLiveAllCO2e" "HistLiveN2O" "HistLiveCH4" "CalcLiveAllCO2e" "CalcLiveCH4_CH4" "CalcLiveCH4" "CalcLiveN2O" "CalcAllAgriCO2e" "CalcDeforCO2" "CalcOtherLUCCO2" "CalcSequestCO2" "CalcPeatCO2" "CalcAllLandCO2e" "GHGbiofuels" "HistWFblue" "CalcWFblue" "CalcSequestAband" "CalcSequestAffor" "CalcFarmLabourFTE" "CalcN_org" "CalcN_synth" "HistN_org" "HistN_synth" "TotalP" "HistP"
"2030" "NationalCommitments" "No" 259096.532057889 8129.308695505 0 2799.60340309537 2763.2595885186 80.1103873880011 77.9513145941407 2083.78355177301 3093716.947288 1228566.23787647 0 0.471017637869119 1104937.57925118 450349.6431579 766062.531903 249631.195 78.3409637854447 0 0 0 0 0 0 1475283.347033 2821075.45787654 3817288.5509174 164114.95253957 3288048.6012587 453587.57036445 108432.43355954 12127830.913351 -9041.87105905999 38929.666665903 29887.795606103 1652.8961703 0 1002.4831635 650.41300684 2201.834098028 1055.93823488 24.8917215922342 677.054827259305 468.841035795303 3999.85654806 835.6693527 3164.1871954 4172.141722861 222.487689682776 3116.177916632 1055.963806854 6269.229326686 567.371495713 163.847575066968 -1557.735918502 0 -820.282436520563 -104.746465435 0 914330.913542515 -791.357915974 -766.273680655 210725.806949208 28228.25202468 113722.06086452 0 0 30106.837930663 0
"2035" "NationalCommitments" "No" 320387.000012344 8360.435946745 0 2793.31287935155 2755.75159618528 83.1967172739979 78.7766947265961 2083.97737944494 3086128.853535 1231612.52646777 0 0.483732458970944 1141492.0461739 473948.20586825 766062.531903 249631.195 79.1333917350732 0 0 0 0 0 0 1482635.892295 2763991.93831577 3804663.6290174 194672.6770387 3258720.2961819 502384.79922448 120890.74765811 12127959.979591 -12624.92177606 30551.666666203 17926.744890169 0 0 0 0 2211.501665611 1072.076408293 24.6615213677002 670.793381176426 468.631876228509 0 0 0 4684.927962117 256.908541872952 3457.807098997 1227.120863235 6792.548949036 768.219330113 299.324190435014 -1771.393628544 0 -698.393945940818 -103.880649667 0 915222.59822176 -888.350602639 -882.886527879 214897.390398986 29168.15369366 114681.38497119 0 0 30752.34682471 0
"2040" "NationalCommitments" "No" 380843.614157814 8561.965927714 0 2789.45538779593 2750.21161193432 86.5582092636718 79.7188543725828 2080.684825222 3080953.144282 1234869.74432477 0 0.501878266424471 1173780.9244556 497562.38324263 766062.531903 249631.195 79.9220971109672 0 0 0 0 0 0 1479579.80068 2693357.05255616 3796108.1080174 225210.40153473 3236574.03723904 565514.3478364 131263.17857575 12127606.926351 -8555.52110696 30531.666666203 21976.145558903 0 0 0 0 2199.306135884 1073.781338451 24.3087013374856 661.196676351662 464.32812117461 0 0 0 5210.23735146 290.666977329026 3803.472306267 1406.765045891 7305.981917074 367.793010723 175.880454465211 -2018.365686646 0 -1469.783545278 -103.5615409 0 916198.606337738 -1019.138264298 -999.018801683 219702.438389533 29838.94777834 113953.31266375 0 0 30806.901511482 0
"2045" "NationalCommitments" "No" 441737.518586662 8732.552267455 0 2787.87430728881 2745.33257463919 90.1650343609162 80.7478139502386 2077.63991170723 3074176.652329 1241141.54510957 0 0.521199293969565 1206719.7639467 521205.05506026 766062.531903 249631.195 80.6681471197004 0 0 0 0 0 0 1474032.790827 2610546.79884201 3784890.7780174 244733.79270727 3218204.34705737 652006.743206429 143191.34777444 12127606.598211 -11217.33003206 19517.333332973 8300.003300573 0 0 0 0 2179.220435394 1075.345066581 23.7045327024287 644.763289552579 459.112079361426 0 0 0 5739.751782866 322.743759231916 4148.069278926 1591.682504309 7815.957355095 537.715403913 141.214526974016 -2279.228448197 0 -1595.881387166 -103.01483389 0 915274.69298711 -1206.195169954 -1072.772512798 223752.521631975 30457.07170799 113104.68949483 0 0 30935.182522626 0
"2050" "NationalCommitments" "No" 502314.920594062 8869.323686849 0 2791.0376268229 2746.62480582116 94.3859818744172 82.090995082389 2076.78202720028 3069441.177176 1248634.07359923 0 0.539991723848681 1239385.8475113 544773.55697829 766062.531903 249631.195 81.3562558505171 0 0 0 0 0 0 1468780.767727 2552701.85353232 3777045.7555174 258219.0141462 3201606.63556222 714093.270552032 155158.91739439 12127606.214311 -7845.02245106 13479.163608203 5634.141156803 1752.21083688 0 1114.2013428 638.00949408 2156.090408162 1076.176525722 23.0414342696252 626.727012153912 453.186870304675 4455.94905378 953.9459748 3502.003079 6295.008437663 353.701713543778 4508.032668253 1786.975769194 8349.177396158 394.572079613 145.794414476399 -2468.394949301 0 -1924.102831692 -101.92141988 0 910579.384580505 -1347.392471459 -1120.689541514 227867.404412173 31036.72675065 112156.71640072 0 0 31046.985278986 0
"2000" "CurrentTrend" "Yes" 46786.191454924 5970.747278 2669.82072509919 2669.82072509919 2662.17612226043 67.966949155129 70.7802679163658 2043.4694638029 3124396.0761383 1327128.412331 0 0.456858107643528 883503.2798126 287111.786903 689374.600903 226882.549 72.2205271006718 1429657.927458 1105335.746548 3151877.42094 103659.026895 3962911.297545 3582274.529849 1492537.943865 3103257.37023465 3965777.846845 0 3522527.3965496 0 40845.822978624 12124946.380557 0 0 0 1907.6646893 523.6895423 737.6607966 646.3143504 1938.206082177 763.766153980181 23.6918985691112 644.419641113879 530.020287070041 3282.27162674 720.0988977 2562.172729 2906.865341552 83.7397216345284 2277.720428328 629.144913012 4840.136996895 0 0 0 0 0 -4.9344296503 227560.02056 867060.880989815 0 0 190836.1060252 23738.150755091 73619.310086707 24296.589055239 79240.60418 17814.166892275 0
"2005" "CurrentTrend" "Yes" 60433.4548312519 6357.526156 2697.02713630305 2697.02713630305 2682.89635309233 70.9562687450386 71.5411763880546 2054.28106270774 3124396.0761383 1327128.412331 0 0.463290389883464 883503.2798126 287111.786903 689374.600903 226882.549 72.2205579478522 1444051.542759 1167374.074868 3078108.72615 102186.50493 3944643.674345 3658867.707019 1508745.638765 3021283.46385114 3924391.5753841 19999.04065372 3465048.5793499 137486.27796789 48008.27544591 12124962.851367 -41386.271420335 19999.04065372 -21387.230768575 2024.18429574 546.1426158 827.358441 650.6832389 2041.756754157 845.726542638 23.824438860004 648.024736946057 548.005474515031 3432.21783598 764.4058422 2667.8119938 3026.063084502 105.915628688107 2353.27631786 672.786766475 5057.994712436 2506.12116632749 450.721605011527 -369.727788168 0 2604.578481521 -9.825139595 512186.422187 863692.326392161 -243.683753141 -126.044049341 204719.278340889 24143.560527446 87908.588493525 24872.690633051 88352.70608 21527.536913524 0
"2010" "CurrentTrend" "Yes" 81096.3340636988 6756.22319 2752.25889234144 2752.25889234144 2731.14793684546 70.2697374159389 73.743879095213 2057.16310558732 3124396.0761383 1327128.412331 0 0.473600997008076 883503.2798126 287111.786903 689374.600903 226882.549 74.3996729722148 1446140.12266 1211630.045532 3033416.12905 104404.604946 3932307.445545 3713318.615673 1479115.481751 2981038.81386267 3899622.9809594 39451.44309724 3427372.6589807 241614.704078724 56748.392339401 12124964.475147 -24768.594438761 19452.40244348 -5316.191998721 2091.27099358 515.0008736 899.9036592 676.36646076 2118.395906139 920.202826192 24.9264501408204 677.99944386853 520.193636108 3539.53567922 801.3054504 2738.23022886 3110.909104868 126.272843074416 2407.427634901 703.481470144 5147.952261146 1350.91368697128 261.202637226903 -622.334596102 0 1007.245237764 -81.352748059 1466926.712551 904308.397042462 -419.40571212 -202.928956882 213687.932070492 25326.4119157 98921.303863736 26042.30355122 99368.87077 24552.82429614 0
"2015" "CurrentTrend" "Yes" 111258.061301458 7174.732523 2752.03443381704 2762.74839943919 2761.2509292125 72.5115228512319 74.8796476952751 2055.84334040199 3119463.588016 1329946.275227 0 0.469132175317019 923455.6908126 340749.897903 718190.997903 233420.565 74.3996517465054 1479666.259561 1290358.061817 2970840.697152 106843.967112 3917922.758245 3757683.597135 1517997.107312 2926868.51604898 3855474.2600794 55839.1455406 3409446.3623569 291856.24963283 67470.29769396 12124951.938677 -44148.720885965 16387.70244348 -27761.018438545 2113.21397942 495.6839907 951.0596277 666.47036096 2158.97505478 997.663558446 24.6739750084741 671.132120113675 490.179376311151 3662.39529828 841.0536225 2821.34167578 3193.130713077 147.012648840496 2460.320628313 732.810084714 5259.237029606 2865.76898041345 94.6860423272055 -751.923975854 0 2225.99457873007 -92.868736172 1482859.571645 925492.491123496 -495.775975925 -256.14804407 222058.205119277 25407.91672149 109316.80362277 26591.96328508 104668.56329 26743.358118739 0
"2020" "CurrentTrend" "Yes" 144767.024454759 7559.46716 2806.25923594944 2816.8906516145 2800.28346675757 75.6373305641048 77.3130040860343 2058.49212457862 3110188.486016 1332698.144227 0 0.462980615022984 965767.6618126 364558.191903 766062.531903 249631.195 74.3996517905265 1492299.6708 1331476.707206 2958986.78065 102772.944816 3903476.714945 3766638.573422 1522752.979801 2916825.50013425 3831129.3353064 72511.6045172 3379900.6290079 320964.49407643 80867.4218947 12124951.964677 -24344.924722562 16672.458976565 -7672.465746217 2143.19372566 479.9394452 985.0528233 678.20145718 2166.798807338 1021.336086046 24.981751822838 679.50364963507 465.95907175923 3840.6140674 907.5546207 2933.05944674 3317.64828361 168.779710980603 2540.497061384 777.151222386 5383.277443141 1532.12717799698 105.115643305409 -899.287033309 0 755.419353320742 -101.169646021 1482859.571645 929360.702210139 -574.669117513 -324.617915835 225200.337197047 25878.2284419 112732.18792728 27495.72205665 111281.91402 28801.252859641 0
"2025" "CurrentTrend" "Yes" 199379.463321645 7871.922087875 0 2836.41294766821 2793.32550267509 78.2096198807624 77.6871751694339 2067.08242081248 3089273.398033 1232311.85307512 0 0.4633503823381 1030035.75064404 406931.13493783 766062.531903 249631.195 76.7982240776325 0 0 0 0 0 0 1544873.7006532 2885147.1393319 3797854.7168514 99234.27669717 3313214.586821 389821.27698285 94806.51218585 12124952.209317 -33274.618533917 26722.67218299 -6551.94635091 0 0 0 0 2221.379194385 1054.815648787 25.468498356235 692.743155239255 473.820390346704 0 0 0 3723.859524637 188.647523146009 2810.938606484 912.920918456 5835.09259841 2018.06482470017 648.409792915686 -1191.014352286 0 1492.923766202 -110.146118787 0 949675.120996324 -739.183850119 -451.830533227 228223.063663508 27521.7423156 115083.10852204 0 0 29610.158548339 0
"2030" "CurrentTrend" "Yes" 258608.869079303 8170.191044843 0 2863.22051179426 2817.10075551909 82.6661969318391 79.249818304443 2072.31495320963 3058232.580592 1215312.55375424 0 0.470775734093471 1030958.88247638 408614.12899267 766062.531903 249631.195 77.6988140399571 0 0 0 0 0 0 1594832.3066942 2911424.74933084 3747979.0439914 124984.762425 3245784.5100683 393359.42178715 106587.12648533 12124951.920637 -49875.672696417 25750.48572019 -24125.18697701 1652.8961703 0 1002.4831635 650.41300684 2286.225612381 1091.451585705 26.0685922939467 709.065710479195 485.708316257152 3999.85654806 835.6693527 3164.1871954 4346.440926341 227.291183176615 3235.746395227 1110.694531273 6529.343758366 2747.51036256773 587.624564498704 -1296.684091912 0 2055.91434827871 -103.322779267 0 988003.616808515 -737.046330314 -559.637827532 243955.412659675 29140.62801673 118341.76855036 0 0 30445.846256184 0
"2035" "CurrentTrend" "Yes" 319550.543449749 8439.474346804 0 2894.62306329914 2839.34358927788 87.575958271243 80.9439077183433 2072.66316166432 3024222.112929 1204519.26473338 0 0.48466184209922 1031709.8305217 410296.31326252 766062.531903 249631.195 78.5267289996489 0 0 0 0 0 0 1654721.3994182 2918811.28962459 3692652.0807614 149206.1214064 3180110.3037334 411167.99666455 118282.4750364 12124951.666767 -55326.963274817 24221.35898569 -31105.60429391 0 0 0 0 2355.356764481 1137.037122211 26.3480289077719 716.666386222019 501.653256072706 0 0 0 5023.583707267 267.895086077373 3693.282986676 1330.300720494 7276.483506461 3100.87275844273 610.204361549641 -1425.661274144 0 2302.87938751645 -102.456963499 0 1026811.83037396 -764.165054478 -661.496221041 260238.280557577 30974.11674852 122303.87758463 0 0 31699.393102425 0
"2040" "CurrentTrend" "Yes" 379611.710564585 8687.174353319 0 2931.03640419371 2868.2226809876 93.077467026129 82.9092252592083 2069.66134843148 2994597.912929 1193716.31223376 0 0.504436182900365 1032460.7785661 411978.49753238 766062.531903 249631.195 79.3099647596274 0 0 0 0 0 0 1707606.7715342 2912788.09285876 3644172.6232714 173407.4803886 3122556.46546722 434886.15526151 129533.85525974 12124951.444057 -48479.457424917 24201.35898569 -24278.09843921 0 0 0 0 2412.138711167 1173.248989889 26.6034025365159 723.612549059303 515.277172414801 0 0 0 5750.769530027 309.856779209873 4180.189324763 1570.580205915 8060.770385088 2502.51299440873 510.77685527567 -1563.269258085 0 1467.48412918681 -102.137854732 0 1066453.19275756 -800.130766513 -763.138539259 277231.354240385 32692.58712988 125132.37674745 0 0 32512.619047247 0
"2045" "CurrentTrend" "Yes" 440059.716749474 8903.812419127 0 2971.88403661156 2907.58621744602 99.2603501180632 85.2165513252227 2066.96967861769 2965124.24594 1185839.82298401 0 0.524696994555419 1033819.2841112 413695.04980223 766062.531903 249631.195 79.9965344151626 0 0 0 0 0 0 1763698.1081992 2895293.62254697 3595231.0703624 197345.0630574 3068247.59254427 463927.764952879 141207.99806333 12124951.219737 -48941.552993217 23937.58266182 -25003.970331297 0 0 0 0 2474.579051313 1210.541222805 26.9780263095033 733.802315634003 530.235512831 0 0 0 6521.005074098 352.32555305266 4691.995651528 1829.00942237 8893.992975591 2506.37460309873 505.05595493961 -1715.468169575 0 1313.425892961 -101.591147722 0 1106521.5281354 -852.810890296 -862.657310476 294560.843269014 34463.89766165 127823.79758361 0 0 33316.104185834 0
"2050" "CurrentTrend" "Yes" 500139.986095021 9089.936090627 0 3002.66546699692 2938.18880141438 105.142788740342 87.2854317901007 2066.40901991041 2946890.60718 1184970.19293762 0 0.544222146145672 1035177.7896568 415411.60207228 766062.531903 249631.195 80.6233660801632 0 0 0 0 0 0 1816190.1411512 2852875.82110304 3565215.5237884 208662.6457165 3027900.78421232 501264.466370663 152841.63257798 12124951.014957 -30015.546504187 11317.58266182 -18697.963842367 1752.21083688 0 1114.2013428 638.00949408 2525.298237572 1245.081852133 27.0621372103382 736.090132109389 544.126253458935 4455.94905378 953.9459748 3502.003079 7296.82296202 394.083873074167 5199.416475471 2097.40648662 9721.623463457 1587.37620120073 436.742645021198 -1845.628714698 0 195.953687364 -100.497733712 0 1141893.06415195 -942.378867124 -903.249845212 311477.684407612 36108.86250126 130229.94348979 0 0 34042.931363897 0
"2000" "GlobalSustainability" "Yes" 46786.191454924 5970.747278 2669.82072509919 2669.82072509919 2662.17612226043 67.966949155129 70.7802679163658 2063.3469623464 3124396.0761383 1327128.412331 0 0.456858107643528 883503.2798126 287111.786903 689374.600903 226882.549 72.2205271006718 1429657.927458 1105335.746548 3151877.42094 103659.026895 3962911.297545 3582274.529849 1492537.943865 3103257.37023465 3965777.846845 0 3522527.3965496 0 40845.822978624 12124946.380557 0 0 0 1907.6646893 523.6895423 737.6607966 646.3143504 1938.206082177 763.766153980181 23.6918985691112 644.419641113879 530.020287070041 3282.27162674 720.0988977 2562.172729 2906.865341552 83.7397216345284 2277.720428328 629.144913012 4840.136996895 0 0 0 0 0 -4.9344296503 227560.02056 867060.880989815 0 0 190836.1060252 23738.150755091 73619.310086707 24296.589055239 79240.60418 17814.166892275 0
"2005" "GlobalSustainability" "Yes" 60433.4548312519 6357.526156 2697.02713630305 2697.02713630305 2682.89635309233 70.9562687450386 71.5411763880546 2074.34669113916 3124396.0761383 1327128.412331 0 0.463290389883464 883503.2798126 287111.786903 689374.600903 226882.549 72.2205579478522 1444051.542759 1167374.074868 3078108.72615 102186.50493 3944643.674345 3658867.707019 1508745.638765 3021283.46385114 3932843.4453841 19824.04065372 3464937.4331258 129320.55411299 48008.27544591 12124962.851367 -32934.401340335 19824.04065372 -13110.360688575 2024.18429574 546.1426158 827.358441 650.6832389 2041.756754157 845.726542638 23.824438860004 648.024736946057 548.005474515031 3432.21783598 764.4058422 2667.8119938 3026.063084502 105.915628688107 2353.27631786 672.786766475 5057.994712436 1832.69505332749 454.389098565527 -334.827729126 0 1960.446514104 -9.825139595 512186.422187 863692.326392161 -209.004940772 -125.822802667 204719.278340889 24143.560527446 87908.588493525 24872.690633051 88352.70608 21527.536913524 0
"2010" "GlobalSustainability" "Yes" 81096.3340636988 6756.22319 2752.25889234144 2752.25889234144 2731.14793684546 70.2697374159389 73.743879095213 2077.32916938891 3124396.0761383 1327128.412331 0 0.473600997008076 883503.2798126 287111.786903 689374.600903 226882.549 74.3996729722148 1446140.12266 1211630.045532 3033416.12905 104404.604946 3932307.445545 3713318.615673 1479115.481751 2981038.81386267 3909248.5820594 39149.44309724 3426098.1822318 233565.579768624 56748.392339401 12124964.475147 -23594.863452761 19325.40244348 -4269.461012721 2091.27099358 515.0008736 899.9036592 676.36646076 2118.395906139 920.202826192 24.9264501408204 677.99944386853 520.193636108 3539.53567922 801.3054504 2738.23022886 3110.909104868 126.272843074416 2407.427634901 703.481470144 5147.952261146 1257.35896287128 295.094267857903 -582.535132799 0 978.108200498 -81.352748059 1466926.712551 904308.397042462 -379.974302284 -202.560903415 213687.932070492 25326.4119157 98921.303863736 26042.30355122 99368.87077 24552.82429614 0
"2015" "GlobalSustainability" "Yes" 111258.061301458 7174.732523 2752.03443381704 2762.74839943919 2761.25047663637 72.5115024534208 74.8796390010706 2076.11414634881 3119463.588016 1329946.275227 0 0.469167608456768 923484.6718126 340749.897903 718190.997903 233420.565 74.3996517465054 1479666.259561 1290358.061817 2970840.697152 106843.967112 3917922.758245 3757683.597135 1517993.089106 2926868.51604898 3872247.1795494 55537.1455406 3400999.7976339 283835.91308883 67470.29769396 12124951.938677 -37001.402498965 16387.70244348 -20613.700051545 2113.21397942 495.6839907 951.0596277 666.47036096 2159.03877919 997.716994421 24.6739787241456 671.132221297483 490.189563477151 3662.39529828 841.0536225 2821.34167578 3193.130713077 147.012648840496 2460.320628313 732.810084714 5259.229242016 2296.28177316846 300.862082365704 -682.332058197 0 1923.00192293757 -92.9402708 1482859.571645 925529.282571566 -426.499560309 -255.832542029 222061.644092557 25410.39790687 109321.86275587 26591.96328508 104668.56329 26744.594385369 0
"2020" "GlobalSustainability" "Yes" 144767.024454759 7559.46716 2806.25923594944 2816.8906516145 2800.21430851576 75.6360525317597 77.3119028379415 2074.97250794957 3110188.486016 1332698.144227 0 0.463134625488338 965643.2558126 364594.325903 766062.531903 249631.195 74.7384516627441 1492299.6708 1331476.707206 2958986.78065 102772.944816 3903476.714945 3766638.573422 1522708.546101 2916825.50013425 3845738.0462764 77213.6045172 3371900.3943439 309698.45158243 80867.4218947 12124951.964677 -26509.133262792 21676.458976565 -4832.674286227 2143.19372566 479.9394452 985.0528233 678.20145718 2169.052434391 1022.576984335 24.9822103050501 679.516120344253 466.95932972223 3840.6140674 907.5546207 2933.05944674 3317.64828361 168.779710980603 2540.497061384 777.151222386 5384.494087501 1672.04325614198 105.340121119409 -867.364577822 0 918.208957708742 -102.206674156 1482859.571645 929651.585472179 -497.320452448 -370.044125407 225229.321755567 25943.9401532 112861.21771288 27495.72205665 111281.91402 28827.573125041 0
"2025" "GlobalSustainability" "Yes" 199522.581651524 7803.590908627 0 2791.96166472576 2750.17433971687 75.622721941669 76.3425726487366 2087.61952525928 3108206.660981 1243863.04702344 0 0.459119169870208 1086542.55053144 443804.12685376 766062.531903 249631.195 81.5354351505998 0 0 0 0 0 0 1441074.7059918 2807480.99563013 3842227.0132364 143089.3143599 3332762.4023478 463693.89848758 94686.46686556 12125014.796917 -3511.032967245 65859.25201228 62348.21903794 0 0 0 0 2138.735609909 1022.106453388 24.475573845945 665.735608572988 450.893547821909 0 0 0 3341.096918475 174.56171114685 2558.606990207 782.489928117 5373.006442604 206.102749678865 261.935484561154 -1612.578270996 0 -1137.70905212 -106.826122143 0 888313.077572603 -868.619601095 -743.864782697 210234.129425066 26931.33912743 111640.59009886 0 0 29213.360668279 0
"2030" "GlobalSustainability" "Yes" 258964.521626869 8021.159191805 0 2758.01448935698 2701.02079494208 77.8771411578465 76.352581822261 2092.83613687458 3107508.318624 1254461.13826793 0 0.456834166036342 1145763.63786118 488918.80951064 766062.531903 249631.195 85.2460004404745 0 0 0 0 0 0 1415775.3756178 2699667.25774565 3841047.4579364 191355.09290857 3307400.3783971 563800.70590632 106070.35832384 12125116.626757 -1179.55528887996 48249.32071051 47069.76541687 1652.8961703 0 1002.4831635 650.41300684 2103.191501542 1018.189306152 23.6260617604244 642.62887989794 442.373315662096 3999.85654806 835.6693527 3164.1871954 3424.092294352 187.535441568399 2617.096306442 806.995987869 5439.738415312 92.048945121 108.519739156978 -2087.778455434 0 -1881.737848643 -87.545351143 0 885081.749328899 -1105.317532671 -982.27314919 212485.532781664 27657.26112369 110663.37659262 0 0 29869.616223162 0
"2035" "GlobalSustainability" "Yes" 320132.919877134 8207.493239045 0 2718.26288755484 2636.19548118775 80.5582708198373 76.2374938038422 2093.10892003175 3102624.864857 1272892.20146842 0 0.463840530290389 1204081.3843439 534047.09665692 766062.531903 249631.195 86.1909945427038 0 0 0 0 0 0 1402234.3751648 2567143.35682519 3832863.0425364 236037.9714497 3280830.23504 688916.81868106 117191.21272171 12125217.012107 -8184.41546616999 44666.42071081 36482.00524417 0 0 0 0 2060.560694407 1013.857512342 22.4355261643835 610.246311688851 436.456870362453 0 0 0 3453.429907308 193.456719800277 2632.66609134 820.763816044 5439.356829238 650.156039401 177.131486420818 -2617.038262833 0 -1785.637937865 -74.633743195 0 891086.224645293 -1414.208817598 -1202.547721624 215463.11905038 28307.44005421 109802.783618 0 0 30927.086604985 0
"2040" "GlobalSustainability" "Yes" 380495.072367964 8366.669408014 0 2672.53402396264 2557.50069034833 83.6044370586575 76.0547575445261 2089.98217496891 3100394.841691 1290355.46100525 0 0.479663586373665 1257308.8154256 579258.80863563 766062.531903 249631.195 86.9004226657523 0 0 0 0 0 0 1380584.0028138 2419883.94573692 3829119.8075264 280562.6499872 3256703.76388243 830013.74306222 128081.99802525 12124949.910967 -3743.23504041 44508.22071081 40764.98566547 0 0 0 0 1995.228084176 996.612973736 20.9790570592415 570.630351957312 427.984758525915 0 0 0 3437.69982682 192.344463440601 2611.965696794 825.734130056 5364.425968165 296.348716223 130.554313028158 -3185.277972469 0 -2755.621222312 -68.501913258 0 906232.233264207 -1764.45624639 -1420.445991613 218905.747878383 28879.88106036 107531.27029951 0 0 31606.562988414 0
"2045" "GlobalSustainability" "Yes" 441309.062326482 8488.755108355 0 2620.45780400188 2487.02682116664 87.4513731955915 76.2261986062219 2087.1504343107 3097719.712724 1307495.53693977 0 0.5011443764552 1311186.2077997 624448.15757726 766062.531903 249631.195 87.5586837601192 0 0 0 0 0 0 1363513.7243148 2263500.20850411 3824631.5392264 311840.9911619 3235593.07421556 987152.545941614 138717.56881574 12124949.652197 -4488.26819051998 31261.883333 26773.61514116 0 0 0 0 1933.965099545 976.793709334 19.7714364332337 537.783070965153 419.388319287625 0 0 0 3381.392485989 184.393015221435 2558.923632156 822.468853818 5242.834657485 355.785346822 126.721131934965 -3732.572782027 0 -3248.6717127 -72.522898198 0 928332.650078238 -2153.614754865 -1578.488464928 222828.481879515 29542.22473997 105355.45077384 0 0 32581.620387658 0
"2050" "GlobalSustainability" "Yes" 501754.287384162 8562.079144749 0 2591.75655088988 2456.11319628391 89.0491249634141 76.2599689223631 2086.43602927934 3097673.166668 1310560.78232995 0 0.536186897364977 1364790.8441613 669563.33651829 766062.531903 249631.195 88.1444026108509 0 0 0 0 0 0 1342918.8687818 2181372.96095383 3824542.8257264 334641.5625997 3221559.00395279 1070904.90925573 149009.30357659 12124949.434837 -88.7134595699472 22784.11360823 22695.4001478501 1752.21083688 0 1114.2013428 638.00949408 1884.945862464 960.578719201 18.9749995775921 516.119988456188 408.247154704681 4455.94905378 953.9459748 3502.003079 3401.137301267 190.483156625639 2571.93925087 829.198050510617 5167.794420365 5.377587776 111.888136376408 -4056.075551624 0 -3938.774368492 -118.288714218 0 921398.568604058 -2341.555352575 -1713.956627433 225999.010061132 29993.54038063 103100.97845894 0 0 32522.584220412 0
"2000" "NationalCommitments" "Yes" 46786.191454924 5970.747278 2669.82072509919 2669.82072509919 2662.17612226043 67.966949155129 70.7802679163658 2055.10181804366 3124396.0761383 1327128.412331 0 0.456858107643528 883503.2798126 287111.786903 689374.600903 226882.549 72.2205271006718 1429657.927458 1105335.746548 3151877.42094 103659.026895 3962911.297545 3582274.529849 1492537.943865 3103257.37023465 3965777.846845 0 3522527.3965496 0 40845.822978624 12124946.380557 0 0 0 1907.6646893 523.6895423 737.6607966 646.3143504 1938.206082177 763.766153980181 23.6918985691112 644.419641113879 530.020287070041 3282.27162674 720.0988977 2562.172729 2906.865341552 83.7397216345284 2277.720428328 629.144913012 4840.136996895 0 0 0 0 0 -4.9344296503 227560.02056 867060.880989815 0 0 190836.1060252 23738.150755091 73619.310086707 24296.589055239 79240.60418 17814.166892275 0
"2005" "NationalCommitments" "Yes" 60433.4548312519 6357.526156 2697.02713630305 2697.02713630305 2682.89635309233 70.9562687450386 71.5411763880546 2065.92700352969 3124396.0761383 1327128.412331 0 0.463290389883464 883503.2798126 287111.786903 689374.600903 226882.549 72.2205579478522 1444051.542759 1167374.074868 3078108.72615 102186.50493 3944643.674345 3658867.707019 1508745.638765 3021283.46385114 3932843.4453841 19999.04065372 3464923.1017899 129159.88544889 48008.27544591 12124962.851367 -32934.401340335 19999.04065372 -12935.360688575 2024.18429574 546.1426158 827.358441 650.6832389 2041.756754157 845.726542638 23.824438860004 648.024736946057 548.005474515031 3432.21783598 764.4058422 2667.8119938 3026.063084502 105.915628688107 2353.27631786 672.786766475 5057.994712436 1832.69505332749 454.389098565527 -334.890161864 0 1960.384081367 -9.825139595 512186.422187 863692.326392161 -208.846126837 -126.044049341 204719.278340889 24143.560527446 87908.588493525 24872.690633051 88352.70608 21527.536913524 0
"2010" "NationalCommitments" "Yes" 81096.3340636988 6756.22319 2752.25889234144 2752.25889234144 2731.14793684546 70.2697374159389 73.743879095213 2068.75746249558 3124396.0761383 1327128.412331 0 0.473600997008076 883503.2798126 287111.786903 689374.600903 226882.549 74.3996729722148 1446140.12266 1211630.045532 3033416.12905 104404.604946 3932307.445545 3713318.615673 1479115.481751 2981038.81386267 3909248.5820594 39451.44309724 3426073.4504407 233288.311559724 56748.392339401 12124964.475147 -23594.863452761 19452.40244348 -4142.461012721 2091.27099358 515.0008736 899.9036592 676.36646076 2118.395906139 920.202826192 24.9264501408204 677.99944386853 520.193636108 3539.53567922 801.3054504 2738.23022886 3110.909104868 126.272843074416 2407.427634901 703.481470144 5147.952261146 1257.35896287128 295.094267857903 -582.629118788 0 978.014214509 -81.352748059 1466926.712551 904308.397042462 -379.700234806 -202.928956882 213687.932070492 25326.4119157 98921.303863736 26042.30355122 99368.87077 24552.82429614 0
