"country" "tradeadjustment" "pathway" "year" "gdp" "population" "kcal_hist" "kcal_targ" "kcal_feas" "fat_feas" "prot_feas" "kcal_mder" "lnppmatureforest" "lnppmatureotherland" "patarget" "agroecosh" "protectedareasforest" "protectedareasothernat" "protectedareasother" "oecmareas" "calcbioscore" "histcropland" "histharvarea" "histpasture" "histurban" "histforest" "histotherland" "calccropland" "calcpasture" "calcforest" "calcnewforest" "calcotherland" "newotherland" "calcurban" "totalland" "forestchange" "newforestchange" "netforestchange" "histcropallco2e" "histcropco2" "histcropn2o" "histcropch4" "calccropallco2e" "calccropn2o" "calccropch4_ch4" "calccropch4" "calccropco2" "histliveallco2e" "histliven2o" "histlivech4" "calcliveallco2e" "calclivech4_ch4" "calclivech4" "calcliven2o" "calcallagrico2e" "calcdeforco2" "calcotherlucco2" "calcsequestco2" "calcpeatco2" "calcalllandco2e" "ghgbiofuels" "histwfblue" "calcwfblue" "calcsequestaband" "calcsequestaffor" "calcfarmlabourfte" "calcn_org" "calcn_synth" "histn_org" "histn_synth" "totalp" "histp" "lnppnewforest" "lnppnewotherland" "kcal_pou" "pou_computed" "mder_pou" "pou_calc"
"MEX" "No" "CurrentTrends" "2025" 1378.712069 130.357739 0 2903.128775 2805.570277 86.96374464 87.99938118 1852.481721 39348.8518 4600 NA 0.476913371 12921.40494 11472.07016 4742.838 0 77.06617112 0 0 0 0 0 0 23926.72888 71544.36516 67310.62992 4600 11472.07016 13583.38286 1957.823013 194395 -317.4266848 0 194077.5733 0 0 0 0 28.10793186 14.57432963 0.0309617244231325 0.842158904 12.69144332 0 0 0 79.5627288 2.226530211 60.56162175 19.00110705 107.5678778 6.61459489 3.644402378 -20.26969332 NA 117.826875 -0.102782887 0 28981.70287 -10.20249183 -10.06720148 2769.537194 620.0707329 1299.69374 0 0 247.176221 NA 3680 9177.656128 2979.308274 3.89 1872.41477477601 3.54
"MEX" "No" "CurrentTrends" "2030" 1616.077698 134.883644 0 2817.167732 2724.671298 84.142501 86.33757097 1859.180213 39348.8518 4600 NA 0.479411223 13343.60888 12152.47332 4742.838 0 80.09333492 0 0 0 0 0 0 23312.18667 76969.80237 67310.62992 4600 12152.47332 7818.118691 2231.789026 194395 0 0 194395 14.888183 0 14.7225078 0.1656752 27.19024864 14.13144489 0.0291425572554584 0.792677557 12.26612619 92.2111229 22.5130269 69.698096 89.86115683 2.527272878 68.74182228 21.11933455 116.9486226 0 11.59679607 -14.7213065 NA 128.5454186 -0.102782887 0 28088.13632 -4.654105022 -10.06720148 2759.919974 605.6667151 1240.020044 0 0 241.635165 NA 3680 9721.978655 2889.980537 5.23 1880.03843121616 4.76
"MEX" "No" "CurrentTrends" "2035" 1857.776346 138.936828 0 2691.224809 2605.893035 79.9523909 83.83953795 1859.767898 39348.8518 4600 NA 0.483149716 13765.81282 12832.87648 4742.838 0 82.82355493 0 0 0 0 0 0 22482.09945 84320.69182 67310.62992 4600 12832.87648 342.9472915 2505.755038 194395 0 0 194395 0 0 0 0 25.9509528 13.52714294 0.0269182672052301 0.732176868 11.69163299 0 0 0 103.1722922 2.918184896 79.37462918 23.79766303 129.0204621 0 15.22103451 -12.32314467 NA 144.2414966 -0.102782887 0 26848.46917 -2.255943191 -10.06720148 2715.199017 583.9759394 1170.411235 0 0 234.2257174 NA 3680 10266.30118 2759.250821 7.62 1882.02502109917 6.96
"MEX" "No" "CurrentTrends" "2040" 2127.216556 142.236468 0 2525.300006 2445.149133 73.4066986 79.37792958 1858.023279 39348.8518 4600 NA 0.580716765 14188.01676 13513.27964 4742.838 0 85.18238527 0 0 0 0 0 0 21424.21604 84662.1831 67310.62992 4600 13513.27964 456.8453824 2427.845919 194395 0 0 194395 0 0 0 0 24.36780472 12.74763284 0.0242899643625376 0.660687031 10.95948485 0 0 0 108.9139849 3.092330255 84.11138292 24.80260194 133.1790067 0 -3.052618716 -12.82305277 NA 130.126388 -0.102782887 0 25245.45865 -2.75585129 -10.06720148 2631.799574 554.3339838 1090.366453 0 0 224.7276884 NA 3680 10810.62371 2584.063219 12.22 1882.25729323301 11.19
"MEX" "No" "CurrentTrends" "2045" 2416.04012 144.595294 0 2319.393323 2246.263911 65.43354273 73.93883593 1857.22355 39348.8518 4600 NA 0.713419976 14610.2207 14193.6828 4742.838 0 87.52332009 0 0 0 0 0 0 20147.91203 84872.12801 67310.62992 4600 14193.6828 473.456971 2797.190279 194395 0 0 194395 0 0 0 0 22.45196033 11.796417 0.0213004724764866 0.579372851 10.07617048 0 0 0 114.6894763 3.270800864 88.96578349 25.72369283 137.0386538 0 -1.508197279 -13.34113828 NA 135.5304565 -0.102782887 0 23296.01791 -3.273936803 -10.06720148 2509.389497 516.7906169 1000.808345 0 0 213.1627521 NA 3680 11354.94624 2368.064487 20.97 1883.13917234059 19.39
"MEX" "No" "CurrentTrends" "2050" 2708.698061 146.013283 0 2303.400571 2233.838375 65.56118367 74.38705068 1857.53181 39348.8518 4600 NA 0.85 15032.42464 14874.08596 4742.838 0 89.847996 0 0 0 0 0 0 19791.74764 84687.26197 67310.62992 4600 14874.08596 38.4867183 3092.787794 194395 0 0 194395 17.77257412 0 17.5753578 0.19721632 21.88897561 11.5063144 0.0203304314635376 0.552987736 9.829673473 102.2148286 25.0406793 77.17414928 121.251781 3.462929396 94.19167958 27.06010139 143.0379737 0 -0.201929801 -13.3832528 NA 142.8360439 -0.102782887 0 22816.50949 -3.316051319 -10.06720148 2506.135849 510.9086285 957.7102113 0 0 208.7781707 NA 3680 11899.26877 2353.90458 21.72 1883.81515759862 20.08
"NOR" "No" "CurrentTrends" "2000" 0.001 4.491202 2897.670138 2897.670138 2952.042139 132.1746645 89.23014664 2076.854249 10161.614 14355.633 NA 0.427122077 867.972 6857.456 972.679 0 95.2130973 884 358.948 158 0 12113 23369.4 884 160.3404899 12113 0 23182.55692 0 184.5025872 36524.4 0 0 0 3.00262344 1.8422744 1.1561004 0.00424864 1.954324201 0.578387249 0.000116392456089201 0.00316587480562626 1.372771077 3.60965554 0.5845749 3.02508064 3.236492792 0.101581342 2.763012495 0.473480297 5.190816993 0 0 0 NA 0 0 0 5.718324935 0 0 4.04584024 36.64173868 25.92060164 49.17363009 102 10.94009359 NA 0 43.12 3270.806692 NA NA 1.41
"NOR" "No" "CurrentTrends" "2005" 0.00111493391357752 4.623689 3009.669141 3009.669141 3090.308123 150.3774912 90.35701515 2081.995541 10161.614 14355.633 NA 0.430335308 867.972 6857.456 972.679 0 95.2130973 867 354.109 169 0 12107.5 23380.9 867 170.0227184 12108.45864 0 23155.42581 17 206.4928346 36524.4 -4.541358115 0 -4.541358115 3.11005102 1.9331202 1.1726169 0.00431392 2.055066836 0.583273526 0.000120482248382047 0.00327711715599167 1.468516192 3.47406974 0.5714163 2.90265344 3.10794147 0.0975093391770326 2.652254026 0.455687444 5.163008306 0.101678657 0.181857239 -0.0224 NA 0.261104776 0 0 4.947936731 -0.0224 0 3.991860945 36.5083325 25.7938494 48.05871083 105.549 10.5826433 NA 0 43.12 3423.095767 NA NA 0.79
"NOR" "No" "CurrentTrends" "2010" 0.00116922284480339 4.889741 2780.864791 2780.864791 2857.033956 122.6328065 100.0321678 2087.70935 10161.614 14355.633 NA 0.429955854 867.972 6857.456 972.679 0 95.2130973 830.1 329.327 175.8 0 12102 23416.5 830.1 178.3972167 12105.50327 0 23125.39549 53.9 231.1040262 36524.4 -2.955372107 0 -2.955372107 2.08181516 1.1241068 0.954681 0.00302736 1.481389445 0.523705643 9.45674534272389e-05 0.0025722347332209 0.955111567 3.27724424 0.5437068 2.73353744 2.955831481 0.0926426065073392 2.519878897 0.435952584 4.437220927 0.0688875425776556 0.202649552 -0.0711 NA 0.200417249 0 67.70005 6.133636437 -0.0711 0 4.040494744 39.93113473 21.86938729 46.99645739 85.366 8.120964517 NA 0 43.12 3172.15285 NA NA 2.2
"NOR" "No" "CurrentTrends" "2015" 0.0012738583046348 5.190356 2725.232966 2725.232966 2820.890557 125.9739567 94.43540318 2092.493189 10165.924 14241.123 NA 0.440393286 959.654 6949.904 1011.52 0 95.2130973 810.163 308.131 175.873 0 12141 23392.04 810.163 176.8497539 12105.50327 0 23099.39843 73.837 258.6485436 36524.4 0 0 0 2.191045 1.1222478 1.0656828 0.0031144 1.528476766 0.549256367 9.9630799543209e-05 0.00270995774757528 0.976510442 3.23200156 0.5441982 2.68780336 2.897569695 0.0907702408332306 2.468950551 0.428619144 4.426046461 0 0.213982565 -0.0974 NA 0.116556294 0 67.70005 5.807215089 -0.0974 0 3.906887087 41.39220095 23.53066332 47.56969763 102.598 8.131459002 NA 0 59.0696 3140.50049 NA NA 2.55
"NOR" "No" "CurrentTrends" "2020" 0.00133246935062619 5.379839 2858.092866 2858.092866 2943.165509 131.2135369 102.3157462 2096.411028 10157.764 14216.296 NA 0.461739455 1094.272 6977.82 1030.632 0 95.2130973 807.663 306.964 178.299 0 12180 23262.538 807.663 180.9233587 12105.50327 0 23064.49737 76.337 289.476 36524.4 -1.82e-12 0 -1.82e-12 2.46535764 1.3588536 1.1034114 0.00309264 1.907734907 0.619734497 0.000107526745449455 0.00292472747622519 1.285075683 3.2189467 0.5393115 2.6796352 2.960667571 0.0927682305247626 2.52329587 0.437371701 4.868402478 0 0.2548069 -0.100724965 NA 0.154081934 0 67.70005 5.622556143 -0.100724965 0 4.037126823 44.29330335 27.61964502 46.83624126 105.886 8.777681984 NA 0 61.0696 3275.409023 NA NA 1.56
"NOR" "No" "CurrentTrends" "2025" 0.00155598504642519 5.554468 0 2858.092866 2941.47436 131.1698739 102.2497117 2101.217756 10157.764 14165.22218 NA 0.426351348 1184.458414 7006.850672 1030.632 0 99.97636338 0 0 0 0 0 0 779.1689959 177.9538695 12105.50327 0 23057.69803 105.9873353 298.0885003 36524.4 0 0 0 0 0 0 0 1.719880851 0.558303414 9.69725167332648e-05 0.0026376524551448 1.158939784 0 0 0 2.949395337 0.0924059417496295 2.513441616 0.435953722 4.669276188 0 0.063399167 -0.138322167 NA -0.0749 0 0 5.708096981 -0.138322167 0 3.874414758 39.94571846 23.7458828 0 0 8.038349999 NA 0 84.78986825 3258.894835 NA NA 1.71
"NOR" "No" "CurrentTrends" "2030" 0.00178594266640571 5.748397 0 2858.092866 2912.59985 129.5829352 101.0410526 2101.156535 10157.764 14154.65721 NA 0.426344228 1274.644828 7035.881345 1030.632 0 99.98665098 0 0 0 0 0 0 779.1689959 173.3679161 12105.50327 0 23040.5007 105.9873353 319.8717789 36524.4 1.81898940354586e-12 0 1.81898940354586e-12 1.1541621 0 1.1541621 0 1.728961954 0.567384518 9.69725167332648e-05 0.0026376524551448 1.158939784 3.58574338 0.5970237 2.98871968 2.887479106 0.0904857465039175 2.461212305 0.426266801 4.61644106 0 0.16035317 -0.138322167 NA 0.0220310029347106 0 0 5.934011263 -0.138322167 0 3.955546545 41.05010023 24.26227451 0 0 8.276660982 NA 0 84.78986825 3212.616313 NA NA 2.04
"NOR" "No" "CurrentTrends" "2035" 0.0020117394620512 5.927178 0 2858.092866 2887.923851 128.233887 100.0329979 2096.765065 10157.764 14145.22108 NA 0.426658407 1364.831243 7064.912017 1030.632 0 99.99670504 0 0 0 0 0 0 779.1689959 169.2719634 12105.50327 0 23025.14088 105.9873353 339.3275541 36524.4 0 0 0 0 0 0 0 1.737564144 0.575986708 9.69725167332648e-05 0.0026376524551448 1.158939784 0 0 0 2.831977048 0.0887666156990935 2.414451947 0.417525101 4.569541192 0 0.143219727 -0.138322167 NA 0.00489756018099502 0 0 6.148141628 -0.138322167 0 4.032013219 42.09977234 24.75317594 0 0 8.502883405 NA 0 84.78986825 3171.502405 NA NA 2.33
"NOR" "No" "CurrentTrends" "2040" 0.00223116460628286 6.091402 0 2858.092866 2866.639479 127.0758387 99.18343196 2090.818745 10157.764 14136.55493 NA 0.468023918 1455.017657 7093.942689 1030.632 0 100 0 0 0 0 0 0 779.1689959 165.5102326 12105.50327 0 23011.03439 105.9873353 357.1957756 36524.4 0 0 0 0 0 0 0 1.745712317 0.584134881 9.69725167332647e-05 0.0026376524551448 1.158939784 0 0 0 2.780514488 0.0871741631743745 2.371137238 0.40937725 4.526226806 0 0.131533274 -0.138322167 NA -0.00679 0 0 6.351101977 -0.138322167 0 4.104067659 43.09759523 25.219876 0 0 8.717639776 NA 0 84.78986825 3134.61813 NA NA 2.58
"NOR" "No" "CurrentTrends" "2045" 0.00244831367730199 6.239281 0 2858.092866 2848.616226 126.1029019 98.48993841 2087.617041 10157.764 14128.93211 NA 0.583889262 1545.204071 7122.973361 1030.632 0 100 0 0 0 0 0 0 779.1689959 162.2013839 12105.50327 0 22998.62621 105.9873353 372.9128067 36524.4 1.81898940354586e-12 0 1.81898940354586e-12 0 0 0 0 1.753328684 0.591751248 9.69725167332648e-05 0.0026376524551448 1.158939784 0 0 0 2.734943751 0.0857662561932986 2.332842168 0.402101582 4.488272435 0 0.115697724 -0.138322167 NA -0.0226 0 0 6.540997183 -0.138322167 0 4.171006062 44.03471545 25.65819421 0 0 8.919002796 NA 0 84.78986825 3101.754025 NA NA 2.87
"NOR" "No" "CurrentTrends" "2050" 0.00266613061111924 6.367559 0 2858.092866 2833.795051 125.3118485 97.9492965 2087.548237 10157.764 14122.41425 NA 0.7 1635.390485 7152.004034 1030.632 0 100 0 0 0 0 0 0 779.1689959 159.3721677 12105.50327 0 22988.01665 105.9873353 386.3515838 36524.4 0 0 0 1.2676482 0 1.2676482 0 1.760269091 0.598691655 9.69725167332648e-05 0.0026376524551448 1.158939784 3.67376568 0.616434 3.05733168 2.695720393 0.0845571657205788 2.299954908 0.395765485 4.455989484 0 0.0989268209083631 -0.138322167 NA -0.0394 0 0 6.714312708 -0.138322167 0 4.23150601 44.8947063 26.06041828 0 0 9.103399504 NA 0 84.78986825 3072.794559 NA NA 3.19
"NPL" "No" "CurrentTrends" "2000" 13.43236398 24.5595 2095.319285 2095.319285 2108.586475 34.13983288 52.46025872 1965.88599 1574.112 28.863 NA 0.59591218 1200.436 11.051 2090.167 0 0 2463.1 4478.926 1786 0 5780.76 4305.14 2489.37149 1841.325598 5780.76 0 4181.389336 0 15.8820864 14308.72851 0 0 0 5.93290574 0.2106554 1.2783225 4.44392784 5.802490595 1.157114981 0.163379181 4.443913714 0.2014619 15.07030066 1.9965309 13.07376976 12.70435288 0.40791709 11.09534484 1.60900804 18.50684347 0 0 0 NA 0 0 0 5099.078121 0 0 825.3152719 44.7656063 57.20379622 70.44209792 51.771 8.273896799 NA 145.6 77.47027561 2179.734509 NA NA 41.88
"NPL" "No" "CurrentTrends" "2005" 15.869601 26.28511 2254.522227 2254.522227 2246.444845 38.53695645 57.13694411 1985.917235 1574.112 28.863 NA 0.592023542 1200.436 11.051 2090.167 0 0 2413 4662.291 1789 0 5871.395 4261.605 2422.331825 1841.59425 5780.76 91 4134.473707 19.09558231 19.47314646 14308.72851 0 91 91 5.66559772 0.197799 1.0760568 4.39174192 5.499920061 0.921215809 0.161460487 4.391725256 0.186978996 16.30679668 2.1882042 14.11859248 13.37269675 0.428468076 11.65433168 1.718365067 18.87261681 0 -0.192432313 -0.795822365 NA -0.988254677 0 0 5196.844648 -0.0756 -0.72025287 842.3670611 46.66955604 8.203536515 76.96075157 2.856 2.390080462 NA 145.6 77.47027561 2326.364423 NA NA 33.05
"NPL" "No" "CurrentTrends" "2010" 19.72079431 27.161567 2440.762801 2440.762801 2444.722744 51.5608173 60.99699944 2007.74474 1574.112 28.863 NA 0.591580816 1200.436 11.051 2090.167 0 76.81338191 2332 4820.177 1794 0 5962.03 4246.97 2339.723476 1797.087126 5780.76 182 4088.443892 96.83784452 23.87617241 14308.72851 0 91 91 5.94210656 0.3378391 1.3844649 4.21980256 5.686945983 1.147205859 0.155138784 4.21977493 0.319965194 18.29493706 2.5074777 15.78745936 13.99058756 0.44737997 12.16873517 1.821852384 19.67753354 0 0.0330151864988889 -1.820060385 NA -1.787045198 0 5427.99333 5395.869524 -0.379554644 -1.440505741 886.7417189 51.16518497 40.14875881 86.48039083 43.148 5.530273714 NA 145.6 77.47027561 2532.610846 NA NA 21.77
"NPL" "No" "CurrentTrends" "2015" 24.36079541 27.610325 2594.037553 2594.037553 2574.53662 53.42038142 66.34313827 2019.509909 1571.155 28.839 NA 0.58573798 1197.896 11.009 2092.58 0 76.81338191 2325.7 4900.754 1795.3 0 5962.03 4251.97 2358.6975 1798.722597 5780.76 182 4062.435812 96.83784452 29.27475589 14308.72851 0 0 0 6.3130662 0.382546 1.8699954 4.0605248 6.138233445 1.71487175 0.149282879 4.060494297 0.362867397 19.39601948 2.7627054 16.63331408 14.68066182 0.465224002 12.65409284 2.026568977 20.81889526 0 0.516573935 -1.718259592 NA -1.201685657 0 5427.99333 5441.099992 -0.277753851 -1.440505741 939.3608728 57.41532845 119.8101696 96.09658408 105.79844 28.06697889 NA 145.6 77.47027561 2676.263553 NA NA 16.53
"NPL" "No" "CurrentTrends" "2020" 29.88006211 29.348627 2751.447724 2751.447724 2740.959836 58.86280793 74.32771336 2039.31196 1581.329 29.707 NA 0.597883603 1211.51 11.811 2102.344 0 76.81338191 2325.7 5095.918 1795.3 0 5962.03 4251.97 3798.486918 1799.071281 5780.76 182 2615.678467 96.83784452 35.894 14308.72851 0 0 0 7.208754 0.8340893 2.2178247 4.15684 8.45126809 2.986113679 0.152851908 4.157571894 1.307582516 20.60813102 3.1282251 17.47990592 15.48589669 0.484467568 13.17751785 2.308378839 23.93716478 0 28.64928442 -1.516242827 NA 27.13304159 0 5427.99333 11857.59207 -0.0757 -1.440505741 1325.741911 95.65109057 249.8318656 107.9712732 132.21564 51.88206193 NA 145.6 77.47027561 2852.054541 NA NA 13.93
"NPL" "No" "CurrentTrends" "2025" 35.89034169 31.842078 0 2718.667724 2690.327488 58.79376844 73.911605 2053.059336 1581.329 28.59723772 NA 0.591446199 1383.693787 12.62077498 2102.344 0 76.81338191 0 0 0 0 0 0 3158.537774 1828.516909 5780.76 187 2611.185033 669.2707374 73.45805667 14308.72851 0 5 5 0 0 0 0 7.880057503 3.104239834 0.136157175 3.70347517 1.072342499 0 0 0 16.73580941 0.523598897 14.24188999 2.493919411 24.61586691 0 -0.174203566 -1.555817161 NA -1.730020726 0 0 8449.166747 -0.0757 -1.480080074 1248.298608 100.1747829 261.9735755 0 0 58.33359421 NA 149.6 535.4165899 2799.615359 NA NA 16.07
"NPL" "No" "CurrentTrends" "2030" 42.51042909 33.928673 0 2718.667724 2690.186219 58.7857947 73.89673517 2061.23021 1581.329 28.5696788 NA 0.591246547 1555.877574 13.43054996 2102.344 0 76.81338191 0 0 0 0 0 0 2914.340545 1822.940126 5780.76 192 2608.668655 916.5611269 73.45805667 14308.72851 0 5 5 5.9577915 0 1.5330315 4.42476 7.597225811 3.248805637 0.123529948 3.360014592 0.988405582 19.41323072 2.7483456 16.66488512 17.72416313 0.554605784 15.08527733 2.638885797 25.32138894 0 0 -1.61332997 NA -1.61332997 0 0 7559.638579 -0.0937 -1.519654408 1223.802067 104.7423749 273.8574961 0 0 61.46744639 NA 153.6 733.2489016 2798.177872 NA NA 16.47
"NPL" "No" "CurrentTrends" "2035" 50.67761882 35.918805 0 2718.667724 2689.976258 58.77413478 73.87404315 2073.221475 1581.329 28.5696788 NA 0.591698519 1555.877574 13.43054996 2102.344 0 76.81338191 0 0 0 0 0 0 2778.705994 1803.618104 5780.76 192 2608.668655 1071.517699 73.45805667 14308.72851 0 0 0 0 0 0 0 7.315303189 3.276565322 0.113824373 3.096022959 0.942714909 0 0 0 18.61291738 0.582559965 15.84563106 2.767286319 25.92822057 0 0 -1.689795583 NA -1.689795583 0 0 7170.754765 -0.170141175 -1.519654408 1217.708994 103.3049142 271.3654742 0 0 64.42155276 NA 153.6 857.2141593 2796.674425 NA NA 17.05
"NPL" "No" "CurrentTrends" "2040" 61.67968256 37.742616 0 2718.667724 2689.709083 58.75939172 73.84499346 2082.71008 1581.329 28.5696788 NA 0.592418375 1555.877574 13.43054996 2102.344 0 76.81338191 0 0 0 0 0 0 2687.531388 1769.374611 5780.76 192 2608.668655 1196.935798 73.45805667 14308.72851 0 0 0 0 0 0 0 7.189816927 3.397664951 0.105866633 2.879572429 0.912579547 0 0 0 19.36551255 0.606320392 16.49191465 2.8735979 26.55532948 0 0 -1.825311925 NA -1.825311925 0 0 6979.431022 -0.305657517 -1.519654408 1217.145408 106.7652513 280.4890202 0 0 67.27398262 NA 153.6 957.5486387 2795.116786 NA NA 17.53
"NPL" "No" "CurrentTrends" "2045" 76.0816872 39.516345 0 2718.667724 2689.393367 58.7420393 73.81053101 2085.030383 1581.329 28.5696788 NA 0.593257059 1555.877574 13.43054996 2102.344 0 76.81338191 0 0 0 0 0 0 2627.082496 1727.908517 5780.76 192 2608.668655 1298.850785 73.45805667 14308.72851 0 0 0 0 0 0 0 7.118101165 3.520544458 0.0994306654247101 2.7045141 0.893042608 0 0 0 20.04350214 0.627813788 17.07653504 2.966967101 27.16160331 0 0 -1.989411227 NA -1.989411227 0 0 6905.972628 -0.469756819 -1.519654408 1221.727682 110.3062513 289.8036246 0 0 70.07981658 NA 153.6 1039.080628 2793.513737 NA NA 17.69
"NPL" "No" "CurrentTrends" "2050" 94.32966169 41.332429 0 2718.667724 2689.03881 58.72260921 73.77171052 2082.716514 1581.329 28.5696788 NA 0.600669186 1555.877574 13.43054996 2102.344 0 76.81338191 0 0 0 0 0 0 2563.551186 1684.35822 5780.76 192 2608.668655 1405.932392 73.45805667 14308.72851 0 0 0 6.14288482 0 1.8768477 4.26603712 7.099267003 3.651720424 0.0943187860027296 2.565470979 0.882075599 22.3264426 3.2976762 19.0287664 20.69581541 0.648571961 17.64115734 3.054658072 27.79508241 0 0 -2.161758629 NA -2.161758629 0 0 6918.430075 -0.642104221 -1.519654408 1231.924669 114.1167562 299.815127 0 0 72.99110728 NA 153.6 1124.745914 2791.875097 NA NA 17.64
"R_ASP" "No" "CurrentTrends" "2000" 5683.73097 660.617916 2297.095276 2297.095276 2299.123483 51.97044606 61.02646417 2081.069776 127708.78 36799.435 NA 0.399943773 38887.184 6022.695 26777.961 387.203 66.89392989 83222.3791 87591.361 148661.8333 0 193354.7781 94530.9837 83222.3791 152878.1763 193354.7781 0 87961.98474 0 2352.655983 519769.9742 0 0 0 313.1967315 47.7230183 58.0859097 207.3878035 309.2306327 54.46002856 7.62451948 207.3869298 47.38367429 198.4609338 46.3970871 152.0638467 154.8180286 4.461396333 121.3499803 33.46804836 463.9600014 0 0 0 NA 0 -0.0887 53206.10728 122979.3863 0 0 16467.22747 1463.602789 5311.819911 1523.36885 5573.447 1395.898158 NA 0 11306.02825 2356.439992 NA NA 35.18
"R_ASP" "No" "CurrentTrends" "2005" 6406.033821 698.652586 2379.003349 2379.003349 2379.656465 54.95014735 63.32513414 2083.153163 127708.78 36799.435 NA 0.400981897 38887.184 6022.695 26777.961 387.203 66.89392989 85892.31 91264.32 131916.9 0 191854.6001 111005.399 85892.31 135838.6505 193109.3648 0 87936.59143 14132.53532 2860.522141 519769.9742 -245.4132771 0 -245.4132771 325.6181177 50.7325552 61.69527 213.1902925 323.9762212 60.11696635 7.837872447 213.1901306 50.66912427 210.3365286 49.0810593 161.2554693 164.6513042 4.744541024 129.0515158 35.5997884 488.3679441 13.32388334 26.51680744 -40.16433202 NA -0.323641241 -0.259581307 87965.41398 124151.046 -40.16433202 0 17136.27945 1589.459568 5961.182157 1653.313529 5946.2775 1552.907547 NA 0 11306.02825 2438.401332 NA NA 30.2
"R_ASP" "No" "CurrentTrends" "2010" 6926.404451 730.742773 2489.94268 2489.94268 2488.411126 56.65960287 71.75281073 2081.951485 127708.78 36799.435 NA 0.400748875 38887.184 6022.695 26777.961 387.203 66.89392989 89724.13 99736.294 131633.4 0 190354.422 109312.7898 89724.13 135465.93 191502.0474 0 85467.3105 14132.53532 3478.021002 519769.9742 -1607.317458 0 -1607.317458 353.8778372 54.466799 68.7191505 230.6918877 347.6305925 64.6174212 8.481132589 230.6868064 52.3263649 224.2860167 52.3492788 171.9367379 176.5651834 5.080622311 138.1929269 38.37225656 523.6674236 86.67966737 40.13243678 -40.06158151 NA 86.75052264 -0.528352312 188232.2234 132087.7911 -40.06158151 0 18007.93122 1658.615278 6383.13975 1846.556185 6602.42625 1452.794801 NA 0 11306.02825 2550.036503 NA NA 23.2
"R_ASP" "No" "CurrentTrends" "2015" 7759.306971 764.712207 2583.441607 2583.441607 2582.6413 60.31511145 75.43865634 2083.352681 127568.079 36678.344 NA 0.403092034 42611.545 6820.627 28901.219 395.528 66.89392989 93574.6879 101307.801 130288.11 0 188198.58 108819.0121 93574.6879 133898.1888 189305.5313 0 84109.12065 14653.62669 4228.8189 519769.9742 -2196.516047 0 -2196.516047 345.1441892 54.9911306 70.8763146 219.276744 347.2172022 73.87917976 8.061563756 219.2745342 54.06348824 235.1802181 55.5935835 179.5866346 182.5044593 5.233186609 142.3426758 40.1617835 528.915835 118.7131766 30.250443 -41.5425109 NA 107.4211087 -0.805826406 188232.2234 131477.8684 -41.5425109 0 19291.05029 1908.63432 7742.550663 2037.098262 6817.09087 1780.629508 NA 0 11722.90135 2646.283991 NA NA 18.13
"R_ASP" "No" "CurrentTrends" "2020" 8177.210764 795.571461 2674.719861 2674.719861 2676.032183 63.23017093 78.57051009 2086.76213 127598.558 36849.856 NA 0.401630026 49313.834 7257.038 31528.593 387.475 66.89392989 94840.9673 102750.392 128824.2069 0 185895.9 111269.4482 94840.9673 131894.8068 188374.1388 0 84063.47704 15454.89322 5141.691 519769.9742 -931.3924723 0 -931.3924723 349.2267691 55.0864213 73.5875049 220.5528429 352.2789921 77.53617002 8.108481583 220.5506991 54.19212304 226.1088442 53.9147154 172.1941288 174.2410181 4.986625788 135.6362214 38.60479671 525.2997569 50.42263136 13.36238421 -43.81969149 NA 19.96532408 -1.220253388 188232.2234 134632.5434 -43.81969149 0 19589.59292 1851.700868 8498.536611 1974.826509 7639.54324 1958.326271 NA 0 12363.91458 2742.000676 NA NA 14.53
"R_ASP" "No" "CurrentTrends" "2025" 8727.758081 815.279888 0 2674.719861 2672.203262 63.14022234 78.45062835 2091.150031 127564.5206 31108.58153 NA 0.398944376 49313.834 7257.038 31528.593 387.475 69.0026007 0 0 0 0 0 0 93776.73733 122256.3771 188323.8893 0 84013.22748 25253.06078 6146.682219 519769.9742 -50.24956093 0 -50.24956093 0 0 0 0 347.2882275 76.23999611 7.995376633 217.4742444 53.573987 0 0 0 177.8989485 5.09910322 138.6956076 39.20334091 523.6987041 2.856161338 9.425332417 -69.21256838 NA -56.93107462 -1.48847193 0 133222.7857 -69.21256838 0 19285.63819 2161.256922 7951.572288 0 0 1966.814791 NA 0 20202.44862 2739.263386 NA NA 14.84
"R_ASP" "No" "CurrentTrends" "2030" 9415.110706 826.039635 0 2708.586681 2705.603145 65.89598467 80.04415832 2090.009684 124331.9857 29978.41531 NA 0.398568359 49313.834 7257.038 31528.593 387.475 71.10964628 0 0 0 0 0 0 95901.42872 126951.073 183551.6883 0 80961.05002 25253.06078 7151.673437 519769.9742 -4772.200997 0 -4772.200997 296.7774855 0 75.4215735 221.355912 353.8131432 76.98751473 8.162410232 222.0175583 54.8080702 275.0460912 65.0114829 210.0346083 199.2602057 5.700965868 155.0662716 44.19393404 551.4951201 229.6931011 34.19466807 -63.24999977 NA 200.6377694 -1.578228799 0 135880.9785 -63.24999977 0 19803.51995 2556.629323 7556.909425 0 0 2019.113338 NA 0 20202.44862 2774.197069 NA NA 13.56
